Time,Coolant temperature ° C,Exhaust gas temperature in front of the DPF ° C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Differential pressure across DPF bar,Engine speed rpm,Current engine torque Nm,Current speed of the turbocharger rpm,Regeneration requested,Regeneration locked,Oil ash mass in DPF g,Operating time since last successful regeneration,Control deviation of the EGR rate,Duty cycle - EGR cooler bypass %,EGR valve - target position %,EGR valve - output duty cycle %,Tank level - fuel l,Fuel temperature ° C,Amount of fuel consumed ul,Fuel feed pressure - filtered bar,Calculated load value (OBD PID 04) %,Ratio of current torque to maximum torque %,Wheel torque ratio %,Setpoint internal torque Nm,Requested wheel torque after filtering Nm,Engine oil temperature in the oil sump ° C,Gear,Current recalculated internal engine torque Nm,Actual value of oil pressure bar,Exhaust gas temperature upstream of the catalyst ° C,Base boost pressure setpoint bar,Transmission oil temperature ° C,Exhaust gas temperature upstream of the catalyst - corrected value ° C,Temperature in front of the SCR catalytic converter ° C
122.3660,44.00,71.00,24.00,0.02,10.57,0.01,829.00,15.80,27329.00,0.00,0.00,33.31,7939.00,2.03,0.00,44.00,13.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,111.00,57.00
122.3660,44.00,71.00,24.00,0.02,10.57,0.01,829.00,15.80,27329.00,0.00,0.00,33.31,7939.00,2.03,0.00,44.00,13.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
122.3660,44.00,71.00,24.00,0.02,10.57,0.01,829.00,15.80,27329.00,0.00,0.00,33.31,7939.00,2.03,0.00,44.00,13.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,71.00,24.00,0.02,10.57,0.01,829.00,15.80,27329.00,0.00,0.00,33.31,7939.00,2.03,0.00,44.00,13.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.02,10.57,0.01,829.00,15.80,27329.00,0.00,0.00,33.31,7939.00,2.03,0.00,44.00,13.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.02,10.57,0.01,829.00,15.80,27329.00,0.00,0.00,33.31,7939.00,2.03,0.00,44.00,13.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,829.00,15.80,27329.00,0.00,0.00,33.31,7939.00,2.03,0.00,44.00,13.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,829.00,15.80,27329.00,0.00,0.00,33.31,7939.00,2.03,0.00,44.00,13.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,829.00,15.80,27329.00,0.00,0.00,33.31,7939.00,2.03,0.00,44.00,13.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.80,27329.00,0.00,0.00,33.31,7939.00,2.03,0.00,44.00,13.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,27329.00,0.00,0.00,33.31,7939.00,2.03,0.00,44.00,13.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7939.00,2.03,0.00,44.00,13.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7939.00,2.03,0.00,44.00,13.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7939.00,2.03,0.00,44.00,13.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7939.00,2.03,0.00,44.00,13.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,2.03,0.00,44.00,13.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,44.00,13.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,44.00,13.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,13.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,32.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,32.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,42.12,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.31,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,110.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,110.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
123.5580,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,831.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.34,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,24228.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7940.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,17.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.99,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.09,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.33,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,109.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,109.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,108.00,57.00
124.6020,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,108.00,57.00
125.6100,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,108.00,57.00
125.6100,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,108.00,57.00
125.6100,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,108.00,57.00
125.6100,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,108.00,57.00
125.6100,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,108.00,57.00
125.6100,45.00,72.00,24.00,0.00,10.57,0.01,832.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,108.00,57.00
125.6100,45.00,72.00,24.00,0.00,10.57,0.01,956.00,15.00,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,108.00,57.00
125.6100,45.00,72.00,24.00,0.00,10.57,0.01,956.00,20.72,23667.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,108.00,57.00
125.6100,45.00,72.00,24.00,0.00,10.57,0.01,956.00,20.72,25147.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,108.00,57.00
125.6100,45.00,72.00,24.00,0.00,10.57,0.01,956.00,20.72,25147.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,108.00,57.00
125.6100,45.00,72.00,24.00,0.00,10.57,0.01,956.00,20.72,25147.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,108.00,57.00
125.6100,45.00,72.00,24.00,0.00,10.57,0.01,956.00,20.72,25147.00,0.00,0.00,33.31,7941.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,108.00,57.00
125.6100,45.00,72.00,24.00,0.00,10.57,0.01,956.00,20.72,25147.00,0.00,0.00,33.31,7942.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,108.00,57.00
125.6100,45.00,72.00,24.00,0.00,10.57,0.01,956.00,20.72,25147.00,0.00,0.00,33.31,7942.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,108.00,57.00
125.6100,45.00,72.00,24.00,0.00,10.57,0.01,956.00,20.72,25147.00,0.00,0.00,33.31,7942.00,0.00,0.00,43.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,108.00,57.00
125.6100,45.00,72.00,24.00,0.00,10.57,0.01,956.00,20.72,25147.00,0.00,0.00,33.31,7942.00,0.00,0.00,39.00,15.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,108.00,57.00
125.6100,45.00,72.00,24.00,0.00,10.57,0.01,956.00,20.72,25147.00,0.00,0.00,33.31,7942.00,0.00,0.00,39.00,9.00,27.99,18.00,198.57,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,39.72,1.32,108.00,1.01,-40.00,108.00,57.00
